"Coll_Word"	"1"	"10"	"2"	"3"	"3\""	"4"	"5"	"6"	"7"	"8"	"9"	"exp_1"	"exp_10"	"exp_2"	"exp_3"	"exp_3\""	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"pbin_1"	"pbin_10"	"pbin_2"	"pbin_3"	"pbin_3\""	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"SumAbsDev"	"LargestDev"
"冷冷清清"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"冷落"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"冻银"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"准则"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"减少"	6	0	0	0	0	0	0	2	0	0	0	1.982	1.555	0.175	0.243	0.003	0.52	0.775	0.857	0.964	0.353	0.574	2.396	-0.751	-0.077	-0.107	-0.001	-0.234	-0.354	0.682	-0.446	-0.157	-0.259	5.464	"1"
"几经"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"凤姐"	0	0	0	2	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	3.035	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	3.949	"3"
"出去"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"出口商品"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"出尽"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"出租车"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"出笼"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"出门"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"分为"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"分别"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"分得"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"分析员"	0	1	0	0	0	0	0	1	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	0.693	-0.112	-0.039	-0.065	1.803	"6"
"刑警"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"划一"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"创业"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"创出"	0	2	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	1.423	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.176	"10"
"别于"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"到货量"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"制度"	0	1	0	0	0	0	0	0	2	0	1	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	0.238	-0.038	-0.054	-0.001	-0.117	-0.177	-0.197	1.132	-0.078	0.589	3.115	"7"
"制造"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"制造网"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"券"	0	3	0	0	0	1	0	0	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	1.601	-0.038	-0.054	-0.001	0.627	-0.177	-0.197	-0.223	-0.078	-0.129	3.619	"10"
"券商"	0	2	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	1.423	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.176	"10"
"刺激"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"前列"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"剪彩"	0	0	1	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	1.659	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	2.12	"2"
"劝阻"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"办理"	0	3	0	0	0	0	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	2.134	-0.029	-0.04	0	-0.088	-0.133	-0.148	-0.167	-0.059	-0.097	3.266	"10"
"功能"	0	1	0	0	0	0	0	0	0	1	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	1.064	-0.065	2.233	"8"
"勾当"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"北方"	0	0	0	0	0	0	0	1	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	0.97	-0.056	-0.02	-0.032	1.392	"6"
"北电"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"区分"	0	0	0	0	0	0	3	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	-0.282	-0.029	-0.04	0	-0.088	3.042	-0.148	-0.167	-0.059	-0.097	4.323	"5"
"匿名"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"十一时"	0	0	1	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	1.659	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	2.12	"2"
"十一月份"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"十一点三"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"十三万多"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"十分"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"十四点四二"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"十月份"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"午休"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"午餐"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"半夜"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"华人"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"华尔街"	0	1	0	0	0	0	0	1	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	0.693	-0.112	-0.039	-0.065	1.803	"6"
"协办"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"协议"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"卓"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"卓施"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"卖"	2	0	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	1.212	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.906	"1"
"卖场"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"占"	0	1	0	0	0	0	2	1	2	0	1	1.734	1.36	0.153	0.213	0.002	0.455	0.678	0.749	0.843	0.309	0.502	-0.865	-0.227	-0.067	-0.094	-0.001	-0.204	0.848	0.262	0.693	-0.137	0.391	3.789	"1"
"占到"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"卡"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"卡蒂"	0	0	1	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	1.659	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	2.12	"2"
"印花税"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"即期"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"卷入"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"原形"	0	0	1	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	1.659	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	2.12	"2"
"参展"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"参考价格"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"及"	0	0	0	0	0	0	0	0	0	2	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	2.71	-0.065	3.612	"8"
"反毒"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"发"	3	0	0	0	0	0	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	1.818	-0.282	-0.029	-0.04	0	-0.088	-0.133	-0.148	-0.167	-0.059	-0.097	2.861	"1"
"发展"	0	1	0	0	0	0	0	0	1	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	0.645	-0.039	-0.065	1.741	"7"
"发展为"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"发电机组"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"发行"	0	0	0	0	0	0	0	0	0	0	2	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	2.289	3.165	"9"
"取到"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"取缔"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"取货"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"受"	4	0	0	0	0	0	0	0	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	2.424	-0.375	-0.038	-0.054	-0.001	-0.117	-0.177	-0.197	-0.223	-0.078	-0.129	3.813	"1"
"受到"	3	0	0	0	0	0	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	1.818	-0.282	-0.029	-0.04	0	-0.088	-0.133	-0.148	-0.167	-0.059	-0.097	2.861	"1"
"受託"	0	2	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	1.423	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.176	"10"
"变更"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"可靠性"	0	0	0	0	0	0	0	0	1	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	0.919	-0.02	-0.032	1.334	"7"
"台指期货"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"台机"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"台积电"	0	2	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	1.423	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	2.176	"10"
"司机"	6	0	0	0	0	0	0	0	0	0	0	1.486	1.166	0.131	0.182	0.002	0.39	0.581	0.642	0.723	0.265	0.43	3.636	-0.563	-0.058	-0.08	-0.001	-0.175	-0.265	-0.295	-0.335	-0.118	-0.194	5.72	"1"
"合同"	0	1	0	0	0	0	0	0	6	0	0	1.734	1.36	0.153	0.213	0.002	0.455	0.678	0.749	0.843	0.309	0.502	-0.865	-0.227	-0.067	-0.094	-0.001	-0.204	-0.31	-0.344	4.716	-0.137	-0.226	7.191	"7"
"同业"	1	1	0	0	0	0	0	0	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	0.362	0.455	-0.019	-0.027	0	-0.058	-0.088	-0.098	-0.112	-0.039	-0.065	1.323	"10"
"同意"	0	0	0	0	0	0	0	0	0	0	1	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	1.144	1.583	"9"
"名列"	0	0	0	0	0	0	1	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	1.014	-0.049	-0.056	-0.02	-0.032	1.441	"5"
"后"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"后来"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"否则"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"吨"	0	0	0	0	0	0	2	2	0	0	0	0.991	0.777	0.088	0.122	0.001	0.26	0.387	0.428	0.482	0.177	0.287	-0.494	-0.375	-0.038	-0.054	-0.001	-0.117	1.308	1.227	-0.223	-0.078	-0.129	4.044	"5"
"呈报"	0	0	0	0	0	0	0	0	0	1	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	1.355	-0.032	1.806	"8"
"告吹"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"告终"	0	0	0	1	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	1.517	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.975	"3"
"周"	0	0	0	0	0	0	1	1	0	0	0	0.495	0.389	0.044	0.061	0.001	0.13	0.194	0.214	0.241	0.088	0.143	-0.247	-0.188	-0.019	-0.027	0	-0.058	0.735	0.693	-0.112	-0.039	-0.065	2.183	"5"
"周三"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"周二"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"周末"	0	0	0	0	0	0	0	3	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	-0.371	-0.282	-0.029	-0.04	0	-0.088	-0.133	2.911	-0.167	-0.059	-0.097	4.177	"6"
"咖啡店"	3	0	0	0	0	0	0	0	0	0	0	0.743	0.583	0.066	0.091	0.001	0.195	0.29	0.321	0.361	0.133	0.215	1.818	-0.282	-0.029	-0.04	0	-0.088	-0.133	-0.148	-0.167	-0.059	-0.097	2.861	"1"
"咖喱饭"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
"品"	0	1	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	0.711	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	1.088	"10"
"哪儿"	0	0	0	0	0	1	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	-0.124	-0.094	-0.01	-0.013	0	1.187	-0.044	-0.049	-0.056	-0.02	-0.032	1.629	"4"
"售"	1	0	0	0	0	0	0	0	0	0	0	0.248	0.194	0.022	0.03	0	0.065	0.097	0.107	0.12	0.044	0.072	0.606	-0.094	-0.01	-0.013	0	-0.029	-0.044	-0.049	-0.056	-0.02	-0.032	0.953	"1"
