"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"商品"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"商店"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"商迪森"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"喷水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"器材"	6	1	2.451	4.549	2.044	-2.044	4.088	"1_&_2"
"器械"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"四百万"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"四百亿"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"回收"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"困"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"固化"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"固定"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"固定器"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"国产"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"国外"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"图书"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"图书馆"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"图利"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"在内"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"地板"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"地狱"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"地雷"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"地面"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"场务"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"场地"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"场所"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"场景"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"坡心"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"域网"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"培训"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"基亚"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"基带"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"基隆市"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"基隆河"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"墙壁"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"增值税"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"增加"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"增幅"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"增添"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"增置"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"增设"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"增购"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"声音"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"处理"	4	7	3.852	7.148	0.24	-0.24	0.48	"1_&_2"
"备"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"备援"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"备有"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"复合"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"外商"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"大厂"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"大厅"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"大国"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"大型"	2	4	2.101	3.899	-0.189	0.189	0.378	"1_&_2"
"大小"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"大展"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"大幅度"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"大气"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"大潭"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"大班"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"大规模"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"大跌"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"大部分"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"大量"	2	4	2.101	3.899	-0.189	0.189	0.378	"1_&_2"
"大马"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"天然"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"天然气"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"天线"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"太空"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"太空站"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"太空衣"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"太阳能"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"夺下"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"奋进号"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"套"	0	12	4.202	7.798	-2.246	2.246	4.492	"1_&_2"
"如"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"威力"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"威郡"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"娱乐"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"存放"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"学会"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"它"	2	2	1.401	2.599	0.359	-0.359	0.718	"1_&_2"
"宇航员"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"安全"	3	6	3.152	5.848	-0.216	0.216	0.432	"1_&_2"
"安全性"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"安稳"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"安置"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"安装"	1	14	5.253	9.747	-1.85	1.85	3.7	"1_&_2"
"完善"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"完备性"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"完好"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"完成"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"完毕"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"实用"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"实验"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"实验型"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"实验室"	2	4	2.101	3.899	-0.189	0.189	0.378	"1_&_2"
"客户"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"客机"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"室"	3	2	1.751	3.249	0.628	-0.628	1.256	"1_&_2"
"家具"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"家用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"家电"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"容"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"容易"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"容量"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"宽阔"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"宾士"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"密闭"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"导体"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"导弹"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"导致"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"导航"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"寿县"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"寿命"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"封闭"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"射击"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"将"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"将相"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"小型"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"小型机"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"小毛病"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"小汤山"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"小鸟"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"尔等"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"屏幕"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"展出"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"展览"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"展览会"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"嵌入"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"嵴椎"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"工业"	0	6	2.101	3.899	-1.123	1.123	2.246	"1_&_2"
"工具"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"工厂"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"工安"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"工程"	3	7	3.502	6.498	-0.29	0.29	0.58	"1_&_2"
"工艺"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"工艺品"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"工院"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"左训"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"巨擘"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"巴拿马"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"师资"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"带动"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"带有"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"帮助"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"帮浦"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"常用"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"干净"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"干扰"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"干粮"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"平坦"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"并进"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"广播"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"床垫"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"库"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"应急"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"应用"	2	6	2.801	5.199	-0.369	0.369	0.738	"1_&_2"
"应答器"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"庞巴迪"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"废墟"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"废料"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"康漫"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"建筑"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"建设所"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"建造"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"开动"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"开发"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"开发出"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"开彩"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"开采业"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"弃置"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"引"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"引发"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"引擎"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"引爆"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"引进"	0	5	1.751	3.249	-0.936	0.936	1.872	"1_&_2"
"强化"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"归纳出"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"当场"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"当面"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"录"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"形同虚设"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"形容为"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"彰银"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"彼得"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"循环水"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"循迹"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"微"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"微电子"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"德州"	0	7	2.451	4.549	-1.31	1.31	2.62	"1_&_2"
"必备"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"必要"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"思科"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"急送"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"性能"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"总"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"总承"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"惠普"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"感兴趣"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"感应"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"慈济"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"成像"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"成品"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"成因"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"成套"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"成本"	2	3	1.751	3.249	0.243	-0.243	0.486	"1_&_2"
"成长"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"或者"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"战火"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"戴尔"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"所得税"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"所有"	1	6	2.451	4.549	-0.632	0.632	1.264	"1_&_2"
"手机"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"打交道"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"扩充"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"批"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"批发"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"承包"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"承造"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"技"	1	5	2.101	3.899	-0.497	0.497	0.994	"1_&_2"
"技术"	3	33	12.606	23.394	-3.619	3.619	7.238	"1_&_2"
"技术力量"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"投入"	2	2	1.401	2.599	0.359	-0.359	0.718	"1_&_2"
"投资"	1	11	4.202	7.798	-1.373	1.373	2.746	"1_&_2"
"抢走"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"报业"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"抵免"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"抽排"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"担架"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"拆掉"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"拖拉机"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"招"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"招标"	2	3	1.751	3.249	0.243	-0.243	0.486	"1_&_2"
"拥有"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"拨出"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"括"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"拿走"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"按"	0	3	1.051	1.949	-0.562	0.562	1.124	"1_&_2"
"按期"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"挟"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"捐"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"捐助"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"捐赠"	5	2	2.451	4.549	1.254	-1.254	2.508	"1_&_2"
"损坏"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"换句话说"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"据"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"排放"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"排水"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"排污"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"排涝"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"採用"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"探测"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"探测器"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"接入"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"接收"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"接驳"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"控制"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"提供"	8	9	5.953	11.047	0.671	-0.671	1.342	"1_&_2"
"提升"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"插接"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"援助"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"搜救"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"搬走"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"搬运"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"搭载"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"携带"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"携式"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"摄"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"摄制"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"摄影"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"摄影班"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"摆设"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"摧毁"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"操作"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"支付"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"支出"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"支援"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"收容所"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"收盘"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"收集"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"改善"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"改良"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"改造"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"攻关"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"放大器"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"放置"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"政府采购"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"故障"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"效果"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"效率"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"敏感度"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"救护车"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"救援"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"救治"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"救灾"	3	0	1.051	1.949	1.367	-1.367	2.734	"1_&_2"
"救生"	2	0	0.7	1.3	0.911	-0.911	1.822	"1_&_2"
"教具"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"教学"	5	0	1.751	3.249	2.279	-2.279	4.558	"1_&_2"
"数位"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"数千万"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"数字"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"数据"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"数码"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"整修"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"整合性"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"敷料"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"料罗港"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"断电"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"新兴"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"新型"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"新大"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"新建"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"新货机"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"新购"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"新达"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"方便"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"方法"	2	1	1.051	1.949	0.55	-0.55	1.1	"1_&_2"
"方舟桥"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"方面"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"施"	1	2	1.051	1.949	-0.144	0.144	0.288	"1_&_2"
"施天祐"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"施工"	0	7	2.451	4.549	-1.31	1.31	2.62	"1_&_2"
"旅行"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"无尘"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"无尘室"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"无所遁形"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"无线"	0	7	2.451	4.549	-1.31	1.31	2.62	"1_&_2"
"无线局"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"无线电"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"无线网"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"无需"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"既有"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"日元"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"日新月异"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"时程"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"时髦"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"旺宏"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"昂贵"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"明说"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"春兰"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"显示"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"普惠"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"景观"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"晶圆"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"晾衣"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"暖"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"暴露出来"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"更换"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"更新"	2	4	2.101	3.899	-0.189	0.189	0.378	"1_&_2"
"最先"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"最好"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"有害"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"有线"	0	4	1.401	2.599	-0.749	0.749	1.498	"1_&_2"
"有限"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"有限公司"	1	6	2.451	4.549	-0.632	0.632	1.264	"1_&_2"
"服务器"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"服务站"	1	0	0.35	0.65	0.456	-0.456	0.912	"1_&_2"
"服装"	0	1	0.35	0.65	-0.187	0.187	0.374	"1_&_2"
"朗讯"	0	2	0.7	1.3	-0.374	0.374	0.748	"1_&_2"
"术"	1	1	0.7	1.3	0.238	-0.238	0.476	"1_&_2"
"机"	3	4	2.451	4.549	0.33	-0.33	0.66	"1_&_2"
