"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"基亚"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"基因"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"基地"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"基本"	2	2	0.538	3.462	1.045	-1.045	2.09	"1_&_2"
"基础"	63	0	8.475	54.525	54.887	-54.887	109.774	"1_&_2"
"基础性"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"境"	1	3	0.538	3.462	0.358	-0.358	0.716	"1_&_2"
"增加"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"增设"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"增购"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"壁炉"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"处"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"处理"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"处理场"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"处置"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"备"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"复建"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"外"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"外科"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"外观"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"多媒体"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"多样性"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大厅"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大可"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大型"	2	8	1.345	8.655	0.4	-0.4	0.8	"1_&_2"
"大堤"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"大棚"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大楼"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"大气"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"大班"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大跌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"大量"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"天候"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"天文"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"天文台"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"天文馆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"天然气"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"天线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"太空"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"太空船"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"太阳"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"套"	0	8	1.076	6.924	-0.502	0.502	1.004	"1_&_2"
"奢侈品"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"奥林匹克"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"奥运会"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"如"	1	3	0.538	3.462	0.358	-0.358	0.716	"1_&_2"
"威望"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"娱乐"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"存取"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"学"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"学校"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"学问"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宁波"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"宇宙"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"宇航员"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"安全"	1	13	1.883	12.117	-0.377	0.377	0.754	"1_&_2"
"安然无恙"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"安置"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"安装"	0	7	0.942	6.058	-0.439	0.439	0.878	"1_&_2"
"完善"	2	8	1.345	8.655	0.4	-0.4	0.8	"1_&_2"
"完备"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"完好"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"完成"	2	3	0.673	4.327	0.863	-0.863	1.726	"1_&_2"
"完整"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"完毕"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宏观"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"定位"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"定名为"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"定点"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宛如"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"实验"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"实验室"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"审批"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"审核"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"客运"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"家电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宽敞"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宽频"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"宿舍"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"密封舱"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"寝室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"导"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"导弹"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"导航"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"封口"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"封闭"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"射"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"射线"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"射线机"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"小型"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"小易"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"小校"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"居住"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"展会"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"展台"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"展览馆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"展馆"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"岷江"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"嵌入"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"巖芯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"巡逻"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"工业"	2	6	1.076	6.924	0.532	-0.532	1.064	"1_&_2"
"工作室"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"工具"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"工厂"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"工程"	0	11	1.48	9.52	-0.69	0.69	1.38	"1_&_2"
"工艺"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"差"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"市政"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"带动"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"常用"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"干扰"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"平坦"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"平方公里"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"平方米"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"年产"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"并立"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"广域网"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"广播"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"应付"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"应当"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"应急"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"应用"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"废料"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"废气"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"废物"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"康乐"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"康民医"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"康福"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"建"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"建成"	1	4	0.673	4.327	0.289	-0.289	0.578	"1_&_2"
"建立"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"建立好"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"建筑"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"建筑物"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"建置"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"建设"	31	21	6.995	45.005	13.996	-13.996	27.992	"1_&_2"
"建设所"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"建造"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"开办有"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"开发"	5	4	1.211	7.789	2.461	-2.461	4.922	"1_&_2"
"开发区"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"开工"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"开挖面"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"开支"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"开放"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"开设"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"引爆"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"引进"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"弹药"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"强化"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"录影带"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"影集"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"影音"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"往返"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"得克萨斯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"循环"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"微波炉"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"德州"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"必备"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"必要"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"必须"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"快捷"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"思科"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"总起"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"总面"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"恢复"	1	2	0.404	2.596	0.454	-0.454	0.908	"1_&_2"
"情报部门"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"惊慌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"意欲"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"感知"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"成像"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"成套"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"成本"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"成长"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"或者"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"户外"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"房"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"房地产"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"所有"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"打印机"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"扩大"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"扩展"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"扩建"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"扩音器"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"扫瞄仪"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"批"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"承办"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"技"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"技改"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"技术"	0	15	2.018	12.982	-0.941	0.941	1.882	"1_&_2"
"技术人员"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"抓紧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"投"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"投产"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"投入"	5	3	1.076	6.924	2.762	-2.762	5.524	"1_&_2"
"投影"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"投资"	4	11	2.018	12.982	0.878	-0.878	1.756	"1_&_2"
"抗旱"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"折旧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"抢劫"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"护"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"报警"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"抽"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"抽水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"拆建"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"拆除"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"拉动"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"招商"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"招标"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"拥堵"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"拥有"	0	7	0.942	6.058	-0.439	0.439	0.878	"1_&_2"
"拯救"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"指令"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"指定"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"按"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"捐赠"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"损害"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"换新"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"据"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"据以"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"据报"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"排放"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"排水"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"排污费"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"排烟"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"掠夺"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"探"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"探测"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"探测器"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"探险"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"接入"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"接待"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"接收"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"控制"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"提供"	3	9	1.614	10.386	0.673	-0.673	1.346	"1_&_2"
"提升"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"提炼"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"提速"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"提高"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"援"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"搜救"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"搞好"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"携带"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"摄"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"摩托罗拉"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"支出"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"收"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"收看"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"收费"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"收集"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"改"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"改善"	1	7	1.076	6.924	-0.151	0.151	0.302	"1_&_2"
"改进"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"改造"	1	7	1.076	6.924	-0.151	0.151	0.302	"1_&_2"
"放射性"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"放映"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"故障"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"效率"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"救援"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"教"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"教学"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"教育"	2	0	0.269	1.731	1.742	-1.742	3.484	"1_&_2"
"教育学院"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"敦煌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"数下降"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"数位"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"数据通信"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"数控"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"数码港"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"整修"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"整治"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"文化"	1	6	0.942	6.058	0.196	-0.196	0.392	"1_&_2"
"文化体"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"文娱"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"文教"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"文献"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"文经"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"料"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"斩拌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"新区"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"新型"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"新建"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"新疆"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"新科电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"方便"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"方面"	1	4	0.673	4.327	0.289	-0.289	0.578	"1_&_2"
"施"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"施工"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"旅游"	4	8	1.614	10.386	1.178	-1.178	2.356	"1_&_2"
"无力"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"无损"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"无线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"无线电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"无需"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"旧"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"时下"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"昂贵"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"昇降"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"显示"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"显著"	1	1	0.269	1.731	0.6	-0.6	1.2	"1_&_2"
"普及"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"景"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"景区"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"暂行"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"更多"	2	3	0.673	4.327	0.863	-0.863	1.726	"1_&_2"
"更新"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"曼彻斯特"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"有偿"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"有条不紊"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"有线"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"有限公司"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"服务"	1	13	1.883	12.117	-0.377	0.377	0.754	"1_&_2"
"服装"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"朝鲜"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"本身"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"术"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"机动"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机台"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机器"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"机器人"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"机场"	0	6	0.807	5.193	-0.376	0.376	0.752	"1_&_2"
"机床"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"机房"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机械"	0	15	2.018	12.982	-0.941	0.941	1.882	"1_&_2"
"机电"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机管局"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机组"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机车"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"机载"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"杀菌"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"材"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"材料"	0	3	0.404	2.596	-0.188	0.188	0.376	"1_&_2"
"条件"	2	1	0.404	2.596	1.306	-1.306	2.612	"1_&_2"
"条例"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"极少"	1	0	0.135	0.865	0.871	-0.871	1.742	"1_&_2"
"构筑物"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"林莎"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"枚"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"枢纽"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"枪支"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"架设"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"查"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"标准"	0	4	0.538	3.462	-0.251	0.251	0.502	"1_&_2"
"校正"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"样本"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"核"	0	13	1.749	11.251	-0.816	0.816	1.632	"1_&_2"
"核武"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"核电"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"梅山"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"梯"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"械"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"检"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"检修"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
"检查"	0	17	2.287	14.713	-1.067	1.067	2.134	"1_&_2"
"检查员"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"检测"	0	5	0.673	4.327	-0.314	0.314	0.628	"1_&_2"
"检疫"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"检验费"	0	1	0.135	0.865	-0.063	0.063	0.126	"1_&_2"
"棚"	0	2	0.269	1.731	-0.125	0.125	0.25	"1_&_2"
