"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"因"	0	15	8.142	6.858	-5.098	5.098	10.196	"1_&_2"
"因为"	2	4	3.257	2.743	-0.573	0.573	1.146	"1_&_2"
"因地制宜"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"因素"	0	25	13.569	11.431	-8.497	8.497	16.994	"1_&_2"
"困"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"固然"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"国内"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"国内外"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"国力"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"国安"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"图像"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"土"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"在于"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"地形"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"地物"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"地理"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"地貌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"场所"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"坑"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"坦率"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"基于"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"基因"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"基地"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"基数"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"基本"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"基本面"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"基础"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"堆满"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"塑料"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"塑料袋"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"增加"	1	2	1.628	1.372	-0.361	0.361	0.722	"1_&_2"
"增多"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"增收"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"增添"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"增速"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"增长"	3	18	11.398	9.602	-3.731	3.731	7.462	"1_&_2"
"备忘录"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"复"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"复合"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"复建"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"复杂"	1	2	1.628	1.372	-0.361	0.361	0.722	"1_&_2"
"复活"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"复甦"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"复苏"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"外"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"外力"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"外围"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"外在"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"外界"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"外移"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"外贸"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"外部"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"外销"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"多"	3	4	3.799	3.201	-0.39	0.39	0.78	"1_&_2"
"多元化"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"多孔"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"多少"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"多所"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"多方面"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"多重"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大学"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"大宗"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大幅"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"大盘"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"大相迳庭"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大笑"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"大西洋"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大豆"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大跌"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"大都"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"大量"	5	0	2.714	2.286	1.327	-1.327	2.654	"1_&_2"
"大陆"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"天候"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"天气"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"天灾"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"天然"	6	0	3.257	2.743	1.592	-1.592	3.184	"1_&_2"
"太多"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"太少"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"央行"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"失传"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"失利"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"夹"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"好坏"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"好处"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"好转"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"如"	1	4	2.714	2.286	-0.858	0.858	1.716	"1_&_2"
"如实"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"妨碍"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"委托"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"婴幼儿"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"子"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"存"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"存储"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"存在"	0	5	2.714	2.286	-1.699	1.699	3.398	"1_&_2"
"季"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"季节"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"学"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"学习"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"学术"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"它"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"宇"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"安全"	1	2	1.628	1.372	-0.361	0.361	0.722	"1_&_2"
"安定"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"完完全全"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"宏观"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"定"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"定单"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"宜"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"实用"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"实际"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"实验室"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"宣传"	5	0	2.714	2.286	1.327	-1.327	2.654	"1_&_2"
"家庭"	3	2	2.714	2.286	0.237	-0.237	0.474	"1_&_2"
"容易"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"宽松"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"密件"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"密度"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"对抗菌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"导致"	0	12	6.513	5.487	-4.078	4.078	8.156	"1_&_2"
"少量"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"尔"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"尝试"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"就地"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"尼日"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"局势"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"居高不下"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"岳阳"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"工业"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"工业化"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"工业界"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"工程"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"工艺"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"左右"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"左翼"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"巧克力"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"已"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"市"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"市场"	1	11	6.513	5.487	-2.895	2.895	5.79	"1_&_2"
"布基球"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"带动"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"带来"	0	5	2.714	2.286	-1.699	1.699	3.398	"1_&_2"
"带走"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"常常"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"干式"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"干扰"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"干脆"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"平稳"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"年龄"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"并且"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"广泛"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"应用"	6	0	3.257	2.743	1.592	-1.592	3.184	"1_&_2"
"应诉"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"废弃物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"废纸"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"延宕"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"建筑"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"建筑业"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"建筑商"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"开"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"开发出"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"开工"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"开征"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"引发"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"引进"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"强劲"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"强度"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"当然"	1	3	2.171	1.829	-0.6	0.6	1.2	"1_&_2"
"形成"	1	3	2.171	1.829	-0.6	0.6	1.2	"1_&_2"
"形状"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"彩色"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"影响"	0	51	27.681	23.319	-17.333	17.333	34.666	"1_&_2"
"往往"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"征兆"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"待"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"很多"	2	3	2.714	2.286	-0.377	0.377	0.754	"1_&_2"
"循环"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"微"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"微小"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"微生物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"微细"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"微观"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"心理"	0	5	2.714	2.286	-1.699	1.699	3.398	"1_&_2"
"心脏病"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"必定"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"必然"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"快速"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"忽略"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"忽视"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"怎样"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"急性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"性别"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"性质"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"恐怕"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"想像"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"想见"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"意外事"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"意识"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"感冒药"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"感性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"感情"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"戎凯"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"戏迷"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"成"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"成份"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"成分"	4	1	2.714	2.286	0.61	-0.61	1.22	"1_&_2"
"成功"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"成品"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"成就感"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"成本"	3	2	2.714	2.286	0.237	-0.237	0.474	"1_&_2"
"成瘾性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"成长"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"战乱"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"战争"	0	6	3.257	2.743	-2.039	2.039	4.078	"1_&_2"
"战事"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"战略"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"房价"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"房地产业"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"所"	11	0	5.97	5.03	2.919	-2.919	5.838	"1_&_2"
"所以"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"手册"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"扣"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"扰"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"承包商"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"技"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"技术"	10	0	5.428	4.572	2.654	-2.654	5.308	"1_&_2"
"抑制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"投机"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"投资"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"抗拒"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"抗菌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"护"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"护盘"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"披上"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"抵消"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"抵销"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"担忧"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"拉动"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"括"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"拿掉"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"持续"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"挂帅"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"指数"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"指纹"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"挪威"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"损益"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"排除"	0	4	2.171	1.829	-1.359	1.359	2.718	"1_&_2"
"採行"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"採购"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"接着"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"控制"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"推敲"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"推波助澜"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"提供"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"提取"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"提炼"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"搭建"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"摩根士丹利"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"撞击"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"收集"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"改变"	0	6	3.257	2.743	-2.039	2.039	4.078	"1_&_2"
"改造"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"放入"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"放射性"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"放进"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"政局"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"政治"	0	8	4.342	3.658	-2.719	2.719	5.438	"1_&_2"
"政治性"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"政治面"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"政策面"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"政经"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"效"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"敏感"	1	2	1.628	1.372	-0.361	0.361	0.722	"1_&_2"
"散"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"散发出"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"文书"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"文化大革命"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"料"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"料理"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"新台"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"新台币"	3	1	2.171	1.829	0.421	-0.421	0.842	"1_&_2"
"新型"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"新增"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"新股"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"新航"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"方法"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"无"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"无银"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"既"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"日后"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"旧"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"早"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"时程"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"易"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"是非"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"显影液"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"显示"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"显花植物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"显著"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"普法"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"晶体"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"智力"	0	3	1.628	1.372	-1.02	1.02	2.04	"1_&_2"
"暂停"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"替代"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有关"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有利"	0	11	5.97	5.03	-3.739	3.739	7.478	"1_&_2"
"有利于"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"有助"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有否"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"有外"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"有害"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有效"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有望"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"有机"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"有限公司"	3	0	1.628	1.372	0.796	-0.796	1.592	"1_&_2"
"服用"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"木材"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"木瓜"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"本周"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"本地人"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"本身"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"机体"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"机器"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"机械"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"机理"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"机翼"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"杀虫剂"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"权威"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"材"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"材料"	12	0	6.513	5.487	3.185	-3.185	6.37	"1_&_2"
"束缚"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"来自"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"松"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"构成"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"某"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"某些"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"染色"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"柚木"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"标明"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"标示"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"标识"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"核"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"核子"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"核径"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"核武"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"核武器"	2	0	1.086	0.914	0.531	-0.531	1.062	"1_&_2"
"根本"	1	1	1.086	0.914	-0.152	0.152	0.304	"1_&_2"
"根源"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"桂林市"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"案建"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"桉木"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"桌"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"检测"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"棉花"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"植"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"植物"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"模型"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"模式"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"模糊"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"橡胶"	4	0	2.171	1.829	1.062	-1.062	2.124	"1_&_2"
"欧元"	0	2	1.086	0.914	-0.68	0.68	1.36	"1_&_2"
"武器"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
"死亡率"	0	1	0.543	0.457	-0.34	0.34	0.68	"1_&_2"
"毒"	1	0	0.543	0.457	0.265	-0.265	0.53	"1_&_2"
