0.011198294,No.,Variety,Item,Causation,Cr,CrLocus,CrSynt,CrSem,CrPers,CrDef,CrIntent,ModalVerb,CseModality,CseAdverb,CseAdv,CseNeg,Ce,CeSynt,CeSem,CePers,CeDef,CeControl,CeRole,CsedModalVerb,CsedModality,CsedAdverb,CsedAdv,CsedNeg,CrCeCoref,Pred,PredSynt,PredSem,CsedProsody,CsedSemS,CsedSemT,Structure,ClauseType
0.724102356,547,sg,shi,yes,NA,implicit,na,na,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,长时间,time,no,no,潮湿,adj,state,ntrl,phy,phy,sg,main
0.498699182,910,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,亲身,manner,no,no,體驗,trans,atelic,pstv,ment,ment,sg,main
0.787052737,685,ml,shi,yes,一款新型豆腐机,implicit,cl,inanim,na,na,unintent,能,ability,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,变成,copula,telic,ntrl,phy,phy,sg,main
0.332152967,904,tw,rang,yes,NA,implicit,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,有,trans,telic,pstv,social,social,sg,main
0.100065046,297,tw,shi,yes,"舊疾,長期訓練造成的肌肉緊張",adjacent2,cl,inanim,3,indef,unintent,NA,none,NA,none,no,NA,pron,anim,3,def,no,expcer,NA,none,全身,degree,no,no,疼痛,adj,state,neg,phy,phy,sg,main
0.881150189,1649,sg,rang,yes,NA,adjacent2,cl,inanim,na,na,unintent,NA,none,NA,none,no,NA,pron,anim,3,def,no,theme,NA,none,NA,none,no,no,成了,copula,telic,ntrl,phy,social,sg,main
0.092509704,1043,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,儘速,time,no,no,回,trans,telic,ntrl,phy,phy,sg,main
0.845689296,1056,tw,rang,yes,NA,implicit,na,na,na,na,unintent,不会,poss,NA,none,yes,NA,np,anim,3,def,yes,expcer,NA,none,NA,none,no,no,覺得,trans,state,neg,ment,ment,sg,main
0.106832399,416,ml,rang,yes,NA,distant,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,更为直观地,manner,no,no,获取,trans,telic,pstv,social,social,sg,main
0.503372087,1801,sg,rang,yes,NA,distant,np,inanim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,了解,trans,telic,ntrl,ment,ment,sg,main
0.903150503,1833,sg,rang,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,更快速地,time,no,no,吸收,trans,atelic,pstv,phy,ment,sg,main
0.649092943,1103,tw,rang,yes,這項活動,implicit,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,event,3,indef,no,patient,NA,none,NA,none,no,no,結合,intrans,telic,ntrl,phy,social,sg,main
0.276497752,1888,sg,rang,yes,NA,implicit,cl,event,na,na,unintent,NA,none,NA,none,no,NA,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,死亡,intrans,telic,neg,phy,phy,sg,main
0.703849836,1856,sg,rang,yes,NA,distant,pron,anim,1,def,intent,NA,none,NA,none,no,NA,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,发挥,trans,atelic,ntrl,phy,social,mul,main
0.995500577,605,sg,shi,yes,表演者,distant,cl,na,3,indef,intent,NA,none,NA,none,no,NA,pron,inanim,3,def,no,agent,NA,none,大量,degree,no,no,分泌,intrans,atelic,ntrl,phy,phy,sg,main
0.900269519,1865,sg,rang,yes,NA,distant,pron,anim,1,indef,intent,NA,none,NA,none,no,NA,pron,inanim,3,def,no,theme,NA,none,NA,none,no,no,成长,intrans,atelic,ntrl,phy,social,sg,main
0.538886172,732,ml,shi,yes,证监会,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,公开透明,adj,state,pstv,social,social,sg,main
0.106792871,1171,tw,rang,yes,因湧水,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,受,trans,telic,neg,phy,phy,sg,main
0.829802346,2035,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,能,ability,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,更,degree,no,no,灵活,adj,state,pstv,phy,social,sg,main
0.17291802,782,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,逐步,time,no,no,实现,trans,telic,pstv,social,social,sg,main
0.150941459,1182,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,一夕,time,no,no,變色,intrans,telic,neg,phy,social,sg,main
0.594166626,1193,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,进一步,degree,no,no,瞭解,trans,telic,ntrl,ment,social,sg,main
0.420582483,807,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,能,ability,NA,none,no,no,体会到,trans,telic,pstv,ment,social,mul,main
0.879738128,1217,tw,rang,yes,NA,distant,cl,event,na,na,unintent,可,ability,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,達到,trans,telic,pstv,social,social,sg,main
0.452535387,830,ml,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,受到,trans,state,neg,social,social,sg,main
0.803097178,387,tw,shi,yes,他們當中的任何人,adjacent2,cl,event,na,na,unintent,可能会,poss,NA,none,no,NA,np,anim,3,def,no,patient,NA,none,都,range,no,no,遭到,trans,telic,neg,social,social,sg,main
0.09035083,1338,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,无须,nece,NA,none,yes,no,擔憂,trans,state,neg,ment,ment,sg,main
0.68435617,392,tw,shi,yes,投資人,distant,np,anim,3,indef,intent,可,ability,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,處在,trans,state,ntrl,phy,social,sg,main
0.998769086,901,ml,shi,yes,中国证券界,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,逐步,manner,no,no,树立起,trans,telic,pstv,phy,social,sg,main
0.95233055,2562,sg,rang,yes,NA,implicit,na,na,na,na,intent,NA,none,刻意,oth,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,贬值,intrans,atelic,ntrl,social,social,sg,main
0.260841147,2596,sg,rang,yes,NA,distant,np,anim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,引以为豪,idiom,state,pstv,ment,social,sg,main
0.26643691,561,ml,rang,yes,日本有关部门,distant,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,走向,trans,atelic,pstv,phy,social,sg,main
0.426393371,943,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,将,time,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,受损,intrans,telic,neg,phy,social,sg,main
0.519631198,2638,sg,rang,yes,NA,distant,np,anim,3,def,unintent,NA,none,NA,none,yes,NA,np,anim,3,def,yes,expcer,NA,none,NA,none,no,no,提高,trans,atelic,ntrl,phy,ment,mul,main
0.89132585,2657,sg,rang,yes,NA,implicit,cl,inanim,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,认识,trans,telic,pstv,ment,social,mul,main
0.395960827,2660,sg,rang,yes,教育部,distant,np,anim,3,def,intent,NA,none,将,time,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,受惠,intrans,atelic,pstv,social,social,sg,main
0.510704401,577,ml,rang,yes,这次难得的“神州”飞船科普展,distant,cl,event,3,indef,intent,能够,ability,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,了解,trans,telic,pstv,ment,social,mul,main
0.961142783,578,ml,rang,yes,NA,implicit,na,na,na,na,intent,不可能,poss,NA,none,yes,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,出钱出力,intrans,atelic,ntrl,social,social,mul,main
0.120899607,447,tw,shi,yes,而6萬坪量體的釋出,distant,np,event,3,def,unintent,势必,poss,将,time,no,NA,np,inanim,3,def,no,theme,NA,none,继续,time,no,no,产生,trans,telic,neg,phy,social,sg,main
0.114557564,969,sg,shi,yes,通过这项比赛,adjacent2,cl,event,na,na,unintent,NA,none,已经,time,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,把握,trans,telic,pstv,social,social,sg,main
0.446918802,1480,tw,rang,yes,NA,implicit,cl,event,na,na,intent,能,ability,NA,none,no,NA,np,anim,3,def,yes,expcer,NA,none,NA,none,no,no,軟化,intrans,telic,ntrl,phy,social,mul,main
0.988639649,1017,ml,shi,yes,委内瑞拉反对派,distant,np,anim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,patient,NA,none,NA,none,no,no,下台,intrans,telic,ntrl,phy,social,sg,main
0.00948506,1019,ml,shi,yes,广州市,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,发挥,trans,atelic,pstv,social,social,sg,main
0.227264074,1524,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,能,ability,深入,degree,no,no,瞭解,trans,telic,ntrl,ment,social,sg,main
0.931112799,2773,sg,rang,yes,NA,distant,pron,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,允许,trans,telic,ntrl,social,social,sg,main
0.015582673,1577,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,受騙,intrans,telic,neg,social,social,sg,main
0.429069531,1599,tw,rang,yes,藉著這項展出,adjacent2,cl,event,na,na,unintent,可,ability,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,感受到,trans,telic,pstv,ment,ment,sg,main
0.492283068,479,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,可,ability,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,提升,intrans,atelic,pstv,phy,social,sg,main
0.826432573,1058,ml,shi,yes,他,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,得以,ability,正常,manner,no,no,开启,intrans,telic,ntrl,phy,phy,sg,main
0.638502341,1000,sg,shi,yes,兴兴来鱼头炉,distant,cl,inanim,3,def,unintent,能,ability,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,熬,intrans,atelic,pstv,phy,phy,sg,main
0.888246628,1070,ml,shi,yes,通过这一项目,adjacent2,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,深入,trans,atelic,pstv,phy,ment,sg,main
0.65812668,649,ml,rang,yes,NA,implicit,cl,event,na,na,intent,可以,ability,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,准确,manner,no,no,掌握,trans,telic,pstv,phy,social,sg,main
0.435658405,1095,ml,shi,yes,日本政府,distant,cl,event,3,def,intent,NA,none,NA,none,no,其合法权益,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,受到,trans,state,pstv,social,social,sg,main
0.910947254,1726,tw,rang,yes,"由於協會的長期努力,",adjacent2,cl,inanim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,能,ability,NA,none,no,no,支持,trans,state,pstv,social,social,sg,main
0.347927588,1731,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,持续,time,no,no,燃燒,intrans,state,ntrl,phy,phy,sg,main
0.923260182,2869,sg,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,也,range,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,yes,no,没有,trans,state,ntrl,social,social,sg,main
0.8965242,1007,sg,ling,yes,NA,distant,np,anim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,团团转,manner,no,no,迷,intrans,state,ntrl,ment,ment,sg,main
0.217830571,1747,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,過關,intrans,telic,ntrl,phy,social,sg,main
0.101789681,525,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,逐步,manner,no,no,出走,intrans,atelic,neg,phy,social,sg,main
0.230545642,567,tw,shi,yes,知名的百憂解Prozac),distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,增加,intrans,atelic,ntrl,phy,phy,sg,main
0.765688162,570,tw,shi,yes,民眾,adjacent2,cl,event,na,na,unintent,NA,none,将,time,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,雪上加霜,idiom,state,neg,phy,social,sg,main
0.477563936,1177,ml,shi,yes,数以百万计的艾滋病患者,adjacent,cl,event,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,得到,trans,telic,pstv,phy,phy,sg,main
0.759947995,1183,ml,shi,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,受惠,intrans,atelic,pstv,social,social,sg,main
0.099211868,588,tw,shi,yes,NA,implicit,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,结合,intrans,telic,pstv,phy,social,sg,main
0.191069432,698,ml,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,关注到,trans,telic,pstv,social,social,mul,main
0.695901069,1339,ml,shi,yes,NA,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,能够,ability,NA,none,no,no,使用,trans,atelic,pstv,phy,phy,sg,main
0.600034019,1879,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,快速,time,no,no,成長,intrans,atelic,ntrl,phy,social,sg,main
0.551903703,1121,sg,shi,yes,当局,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,复苏,intrans,telic,pstv,phy,social,sg,main
0.314857182,1130,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,企稳,trans,state,ntrl,phy,social,sg,main
0.419214453,1919,tw,rang,yes,NA,distant,np,anim,3,def,intent,要,incl,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,貶值,intrans,atelic,ntrl,social,social,sg,main
0.592022393,1247,ml,shi,yes,布什,distant,cl,event,na,na,unintent,不能,ability,NA,none,yes,NA,np,anim,3,def,no,befry,NA,none,立即,time,no,no,获得,trans,telic,ntrl,social,social,sg,main
0.91173687,385,tw,ling,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,cl,event,na,indef,no,theme,NA,none,将,time,no,no,是,copula,state,neg,social,social,sg,main
0.876558532,1283,ml,shi,yes,CBA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,event,3,def,no,theme,NA,none,更好地,manner,no,no,贴近,trans,atelic,pstv,phy,social,sg,main
0.564492327,1955,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,很,degree,no,no,感興趣,intrans,state,ntrl,ment,ment,sg,main
0.285388204,2010,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,頗,degree,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,擔憂,intrans,state,neg,ment,ment,sg,main
0.156739083,3228,sg,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,试用,trans,atelic,ntrl,phy,phy,sg,main
0.930613557,2082,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,猜忌,intrans,state,neg,ment,social,sg,main
0.678622687,1240,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,将,time,no,NA,np,anim,3,def,yes,agent,得以,ability,NA,none,no,no,推行,trans,atelic,pstv,phy,social,sg,main
0.627417068,1256,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,将,time,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,no,no,面临,trans,state,neg,phy,social,sg,main
0.298019164,3288,sg,rang,yes,NA,distant,pron,anim,2,indef,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,读到,trans,telic,ntrl,phy,social,sg,main
0.322518509,3310,sg,rang,yes,多伦多,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,失去,trans,telic,neg,phy,social,sg,main
0.903998871,676,tw,shi,yes,中共,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,agent,無法,ability,NA,none,yes,no,協助,trans,atelic,neg,social,social,sg,main
0.519349343,1382,ml,shi,yes,香港小学儒家德育课程教材,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,no,no,接受,trans,telic,pstv,social,social,sg,main
0.865261918,3338,sg,rang,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,心服口服,idiom,state,ntrl,ment,ment,sg,main
0.469595214,2116,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,得已,ability,NA,none,no,no,發出,trans,telic,pstv,phy,social,sg,main
0.222750775,1404,ml,shi,yes,几名受贿警官,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,event,3,def,no,patient,NA,none,最终,time,no,no,暴露,intrans,telic,ntrl,phy,social,sg,main
0.887668631,1413,ml,shi,yes,前总统萨达姆的支持者和外国恐怖分子,distant,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,no,no,陷入,trans,telic,neg,phy,social,sg,main
0.578609157,1299,sg,shi,yes,对方,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,宣告,trans,telic,neg,social,social,sg,main
0.739544782,687,tw,shi,yes,來自各地的族群,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,更,degree,no,no,精彩,adj,state,pstv,social,social,mul,main
0.089505555,1464,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,event,3,indef,no,patient,NA,none,NA,none,no,no,经常化,intrans,atelic,pstv,social,social,mul,main
0.844053622,2219,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,能,ability,NA,none,no,no,見賢思齊,idiom,atelic,pstv,social,social,sg,main
0.603067616,707,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,过快,manner,no,no,增長,intrans,atelic,neg,phy,social,mul,main
0.581421025,1331,sg,shi,yes,NA,implicit,na,na,na,na,intent,必须,nece,NA,none,no,NA,np,inanim,3,def,no,theme,能够,ability,NA,none,no,no,起到,trans,state,pstv,social,social,sg,main
0.187294871,1347,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,即,time,no,no,面对,trans,state,neg,phy,social,mul,main
0.983860639,727,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,登基,intrans,telic,ntrl,social,social,sg,main
0.226511885,1368,sg,shi,yes,NA,adjacent,np,inanim,3,indef,unintent,会,poss,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,下降,intrans,atelic,neg,phy,phy,mul,main
0.348843936,3548,sg,rang,yes,NA,distant,np,inanim,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,沦陷,intrans,telic,neg,phy,social,sg,main
0.453765191,2324,tw,rang,yes,NA,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,上壘,intrans,telic,ntrl,phy,phy,sg,main
0.749381935,2340,tw,rang,yes,"因為中央政府的支持,",adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,befry,NA,none,NA,none,no,no,脫胎換骨,idiom,telic,pstv,phy,social,sg,main
0.407617398,2351,tw,rang,yes,"因為對手的無所不用其極,",adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,更,degree,no,no,提高,trans,atelic,ntrl,phy,ment,mul,main
0.731419716,4,sg,rang,yes,NA,distant,np,inanim,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,更,degree,no,no,吸引,trans,atelic,pstv,phy,social,sg,rltv
0.987218637,1592,sg,rang,yes,NA,distant,np,anim,3,def,unintent,NA,none,共,range,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,垂青,trans,state,pstv,phy,ment,sg,rltv
0.190969149,10,sg,rang,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,失效,intrans,telic,ntrl,phy,phy,sg,rltv
0.782988826,33,sg,rang,yes,政策,distant,na,na,3,indef,unintent,NA,none,NA,none,no,亏损企业,np,anim,3,indef,no,patient,NA,none,NA,none,no,no,破产,intrans,telic,neg,social,social,sg,rltv
0.644391365,18,sg,shi,yes,配偶,distant,np,anim,3,indef,unintent,NA,none,NA,none,yes,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,受贿,intrans,atelic,neg,social,social,sg,rltv
0.750137476,31,tw,rang,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,享有,trans,telic,pstv,social,social,sg,rltv
0.812890961,33,tw,rang,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,感到,trans,state,neg,ment,ment,sg,rltv
0.705165168,24,ml,rang,yes,NA,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,领略,trans,telic,pstv,ment,social,sg,rltv
0.190796031,31,ml,rang,yes,NA,distant,np,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,震惊,intrans,state,ntrl,ment,ment,sg,rltv
0.690327348,8,ml,ling,yes,NA,distant,np,inanim,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,theme,NA,none,NA,none,no,no,脱节,intrans,telic,neg,phy,phy,sg,rltv
0.781824212,21,tw,shi,yes,NA,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,yes,no,寻求,trans,atelic,neg,social,social,mul,rltv
0.293840374,62,ml,rang,yes,NA,distant,cl,event,na,na,unintent,NA,none,最,degree,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,头疼,adj,state,neg,phy,ment,sg,rltv
0.762962679,52,sg,ling,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不爽,adj,state,neg,ment,ment,sg,rltv
0.836204849,458,sg,ling,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,no,no,起疑,intrans,state,neg,ment,ment,sg,rltv
0.48277639,161,sg,rang,yes,NA,distant,np,inanim,3,def,unintent,NA,none,原本,time,no,NA,ren,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,一笑了之,idiom,telic,ntrl,social,social,sg,rltv
0.171562916,44,sg,ling,yes,NA,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不安,adj,state,neg,ment,ment,mul,rltv
0.067278679,13,ml,ling,yes,NA,distant,cl,event,na,na,unintent,NA,none,同样,oth,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不安,adj,state,neg,ment,ment,sg,rltv
0.778287905,46,sg,ling,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不安,adj,state,neg,ment,ment,sg,rltv
0.134451454,57,sg,ling,yes,NA,distant,cl,event,na,na,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不解,intrans,state,ntrl,ment,ment,sg,rltv
0.877885142,24,tw,ling,yes,NA,distant,cl,event,na,na,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,yes,no,不解,intrans,state,ntrl,ment,ment,sg,rltv
0.57420588,61,sg,ling,yes,NA,adjacent,pron,event,3,def,unintent,NA,none,非常,degree,no,NA,ren,anim,3,indef,no,expcer,NA,none,NA,none,no,no,乐观,adj,state,pstv,ment,ment,sg,rltv
0.675333518,172,sg,rang,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,了解,trans,telic,pstv,ment,ment,sg,rltv
0.84622848,155,sg,shi,yes,演说,distant,np,event,3,indef,unintent,能,ability,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,终身,time,no,no,留在,trans,state,pstv,phy,ment,sg,rltv
0.249451288,71,sg,ling,yes,NA,distant,np,inanim,3,def,unintent,NA,none,较,degree,no,NA,ren,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,信服,intrans,telic,ntrl,ment,ment,sg,rltv
0.604999779,76,sg,ling,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,关注,intrans,state,ntrl,social,social,sg,rltv
0.601027661,19,ml,ling,yes,NA,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,ren,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,关注,intrans,state,ntrl,social,social,sg,rltv
