0.011198294,No.,Variety,Item,Causation,CrLocus,CrSynt,CrSem,CrPers,CrDef,CrIntent,ModalVerb,CseModality,CseAdverb,CseAdv,CseNeg,CeSynt,CeSem,CePers,CeDef,CeControl,CeRole,CsedModalVerb,CsedModality,CsedAdverb,CsedAdv,CsedNeg,CrCeCoref,Pred,PredSynt,PredSem,CsedProsody,CsedSemS,CsedSemT,Structure,ClauseType
0.649568266,49,tw,rang,yes,distant,np,inanim,3,def,unintent,NA,none,___,degree,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_??_,trans,telic,pstv,ment,social,sg,cpd
0.779611371,53,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,expcer,NA,none,NA,none,no,no,??__,trans,telic,pstv,ment,social,sg,cpd
0.978215148,125,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,????_,trans,telic,pstv,phy,social,mul,cpd
0.339186083,62,sg,shi,yes,distant,np,inanim,3,def,unintent,NA,none,??,range,no,np,anim,3,def,no,theme,NA,none,_??_,time,no,no,__??,copula,telic,ntrl,social,social,sg,cpd
0.391532674,74,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,??,time,no,np,inanim,3,indef,no,befry,NA,none,NA,none,no,no,___,trans,atelic,neg,phy,social,sg,cpd
0.184891737,53,tw,shi,yes,adjacent,np,event,3,def,unintent,NA,none,??,time,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,___,intrans,telic,neg,phy,social,sg,cpd
0.539900909,475,sg,rang,yes,distant,np,inanim,3,def,unintent,_??,ability,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_,trans,state,ntrl,ment,social,sg,cpd
0.347015025,327,ml,shi,yes,distant,pron,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??__,trans,telic,pstv,social,social,sg,cpd
0.126853677,265,sg,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,event,3,indef,no,expcer,_,ability,NA,none,no,no,??,trans,atelic,pstv,ment,ment,sg,cpd
0.909836807,221,sg,shi,yes,distant,np,event,3,def,unintent,NA,none,___,degree,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,trans,telic,neg,social,social,sg,cpd
0.016952061,915,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,??_,time,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??_,trans,telic,pstv,ment,social,sg,cpd
0.029721559,1085,sg,rang,yes,distant,pron,anim,2,def,intent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,___??_,idiom,telic,pstv,phy,ment,sg,cpd
0.8496036,259,ml,rang,yes,adjacent,np,inanim,3,def,unintent,_,ability,NA,none,no,np,anim,3,indef,no,patient,NA,none,????_,manner,no,no,??_??,intrans,atelic,pstv,phy,social,sg,cpd
0.566009004,262,ml,rang,yes,distant,na,na,3,indef,intent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,yes,no,_,trans,state,pstv,phy,social,sg,cpd
0.1437419,426,tw,rang,yes,distant,pron,anim,1,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,__,trans,telic,pstv,phy,social,sg,cpd
0.24306086,441,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,??,time,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,cpd
0.87314292,1186,sg,rang,yes,distant,pron,anim,1,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,??_,trans,atelic,pstv,ment,ment,sg,cpd
0.411230629,1200,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,_????_,manner,no,no,??_??,trans,state,pstv,phy,ment,sg,cpd
0.471173082,497,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,cpd
0.017831384,482,ml,shi,yes,distant,np,anim,3,def,intent,NA,none,??????,time,no,np,inanim,3,def,no,theme,NA,none,??__,degree,no,yes,___,adj,state,ntrl,phy,social,sg,cpd
0.51714727,511,ml,shi,yes,distant,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,__??,intrans,atelic,pstv,phy,phy,sg,cpd
0.865501478,1291,sg,rang,yes,distant,np,inanim,3,indef,unintent,_,ability,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,intrans,atelic,ntrl,phy,social,sg,cpd
0.280795662,1351,sg,rang,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,expcer,NA,none,NA,none,no,no,___,trans,telic,pstv,phy,ment,sg,cpd
0.338782673,564,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,????_,trans,atelic,ntrl,social,social,mul,cpd
0.246824618,1372,sg,rang,yes,adjacent,np,event,3,indef,unintent,NA,none,_,range,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,????,adj,state,pstv,ment,ment,sg,cpd
0.390126338,244,tw,shi,yes,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,_??_,manner,no,no,__??,intrans,telic,neg,social,social,sg,cpd
0.825326279,1412,sg,rang,yes,distant,np,event,3,indef,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,????_,trans,atelic,pstv,social,social,sg,cpd
0.301993063,522,sg,shi,yes,distant,np,inanim,3,def,unintent,_,ability,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,_??,trans,telic,pstv,social,social,sg,cpd
0.005118419,530,sg,shi,yes,distant,cl,event,na,na,unintent,NA,none,??,range,no,np,anim,3,indef,no,agent,NA,none,NA,none,no,no,_??__??_,idiom,state,pstv,phy,social,sg,cpd
0.169921892,800,tw,rang,yes,distant,na,na,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,NA,none,no,no,_??_,trans,telic,pstv,social,social,sg,cpd
0.027199664,259,tw,shi,yes,distant,cl,event,na,na,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,_??,manner,no,no,????_,intrans,atelic,pstv,social,social,sg,cpd
0.610030146,267,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,_??_,trans,telic,pstv,phy,social,sg,cpd
0.388354738,662,ml,shi,yes,distant,pron,event,3,def,unintent,NA,none,??,range,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,____??,idiom,telic,neg,phy,social,sg,cpd
0.681024625,1527,sg,rang,yes,distant,np,na,3,indef,intent,NA,none,NA,none,no,np,anim,3,indef,no,patient,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,social,sg,cpd
0.17788079,952,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,indef,yes,expcer,NA,none,_??_,degree,no,no,??_??,trans,telic,pstv,ment,social,sg,cpd
0.096391593,287,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,social,sg,cpd
0.055077873,1776,sg,rang,yes,adjacent2,cl,event,na,na,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_??__????,intrans,atelic,ntrl,phy,phy,sg,cpd
0.088585149,423,ml,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,___,trans,telic,pstv,social,social,sg,cpd
0.621269754,1825,sg,rang,yes,implicit,na,na,na,na,intent,NA,none,_,time,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,atelic,pstv,phy,phy,sg,cpd
0.207002872,312,tw,shi,yes,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,yes,no,??????,intrans,atelic,neg,phy,phy,sg,cpd
0.642937638,1907,sg,rang,yes,distant,cl,event,na,na,intent,NA,none,??,range,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_??_,trans,atelic,pstv,social,social,sg,cpd
0.682918119,1137,tw,rang,yes,distant,np,anim,3,def,intent,??,nece,NA,none,no,np,inanim,3,indef,no,agent,NA,none,NA,none,no,no,??,trans,state,pstv,phy,social,sg,cpd
0.128757186,2015,sg,rang,yes,distant,cl,event,na,na,unintent,NA,none,??,range,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,_,trans,telic,pstv,phy,phy,sg,cpd
0.086666511,339,tw,shi,yes,distant,np,anim,3,def,intent,NA,none,_????_,oth,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??,trans,state,pstv,social,social,mul,cpd
0.306462738,1187,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,__,manner,no,no,??__,trans,telic,ntrl,ment,social,sg,cpd
0.867461154,343,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,??_,time,no,no,_??_,intrans,atelic,ntrl,phy,social,sg,cpd
0.108886203,803,ml,shi,yes,adjacent,vp,event,na,na,unintent,_,ability,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,??_,trans,state,pstv,social,social,sg,cpd
0.519638072,1225,tw,rang,yes,distant,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,__??,trans,telic,ntrl,phy,social,sg,cpd
0.695884137,854,ml,shi,yes,distant,np,inanim,3,def,unintent,_,ability,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,__,trans,telic,ntrl,phy,phy,sg,cpd
0.728600119,2494,sg,rang,yes,distant,np,event,3,def,unintent,NA,none,_,degree,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,??,trans,telic,neg,social,social,sg,cpd
0.293746654,881,ml,shi,yes,distant,pron,event,3,def,unintent,_??,ability,NA,none,no,np,inanim,3,def,no,patient,NA,none,___,time,no,no,??__,intrans,telic,pstv,phy,phy,sg,cpd
0.238940927,928,sg,ling,yes,distant,np,event,3,def,unintent,NA,none,_,range,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,_??,intrans,state,neg,phy,social,mul,cpd
0.046236843,2530,sg,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,??_,trans,state,pstv,social,social,sg,cpd
0.164049986,1367,tw,rang,yes,distant,np,anim,3,def,intent,??,nece,NA,none,no,np,event,3,indef,no,theme,NA,none,NA,none,no,no,??,intrans,atelic,ntrl,phy,social,sg,cpd
0.162436253,2550,sg,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,??,range,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,_,trans,telic,pstv,phy,ment,sg,cpd
0.038312735,882,sg,shi,yes,distant,cl,event,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___??,trans,telic,ntrl,phy,phy,sg,cpd
0.245766782,941,ml,shi,yes,distant,cl,event,3,indef,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,??_??,ability,NA,none,no,no,??__,intrans,telic,ntrl,social,social,sg,cpd
0.466165759,930,sg,shi,yes,distant,pron,event,3,def,unintent,NA,none,??,range,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,neg,ment,ment,sg,cpd
0.942438524,1424,tw,rang,yes,distant,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,__??,trans,telic,ntrl,social,social,sg,cpd
0.614285246,433,tw,shi,yes,adjacent,np,inanim,3,indef,unintent,??,poss,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,___,intrans,telic,ntrl,phy,phy,mul,cpd
0.669383634,971,ml,shi,yes,adjacent,vp,event,na,na,unintent,_??,ability,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,___,trans,telic,pstv,social,social,sg,cpd
0.908541769,1451,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,___,degree,no,np,anim,3,def,yes,patient,NA,none,NA,none,no,no,??,trans,telic,pstv,phy,social,sg,cpd
0.555586005,962,sg,shi,yes,distant,cl,event,3,def,unintent,NA,none,??,range,no,np,inanim,3,def,no,befry,_??,ability,NA,none,no,no,_??_,trans,telic,pstv,social,social,sg,cpd
0.649442853,1012,ml,shi,yes,distant,np,inanim,3,def,unintent,NA,none,??__,time,no,np,inanim,3,def,no,befry,NA,none,_,time,no,no,??,trans,telic,pstv,phy,phy,sg,cpd
0.808295152,1497,tw,rang,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,__??,trans,state,pstv,phy,phy,mul,cpd
0.930219362,1024,ml,shi,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__,trans,state,pstv,phy,phy,sg,cpd
0.51053369,1518,tw,rang,yes,distant,np,anim,3,def,intent,NA,none,___,time,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,ntrl,phy,social,sg,cpd
0.955593762,1521,tw,rang,yes,distant,np,inanim,3,def,unintent,_??,ability,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,telic,pstv,phy,social,sg,cpd
0.729032614,1544,tw,rang,yes,implicit,cl,event,na,na,intent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_,trans,state,pstv,ment,ment,sg,cpd
0.552018631,1642,tw,rang,yes,distant,na,na,3,def,intent,??,incl,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,telic,pstv,phy,ment,sg,cpd
0.063943535,481,tw,shi,yes,distant,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,_??_,trans,state,pstv,social,social,sg,cpd
0.566693065,1071,ml,shi,yes,distant,cl,inanim,3,def,intent,__,ability,NA,none,yes,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,????_,intrans,state,pstv,ment,social,sg,cpd
0.248086539,1666,tw,rang,yes,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,___,trans,state,pstv,ment,ment,sg,cpd
0.970816078,1741,tw,rang,yes,adjacent,np,inanim,3,def,unintent,??,poss,NA,none,no,np,inanim,3,indef,no,patient,??__,ability,NA,none,yes,no,??_,intrans,telic,ntrl,phy,phy,sg,cpd
0.331263563,2876,sg,rang,yes,adjacent,pron,anim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,????_,adj,state,neg,ment,ment,sg,cpd
0.775339821,666,ml,rang,yes,distant,pron,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,??,trans,telic,ntrl,social,social,sg,cpd
0.946409856,1129,ml,shi,yes,distant,np,event,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,??????,intrans,telic,neg,phy,phy,sg,cpd
0.656355975,1037,sg,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,def,no,theme,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,phy,sg,cpd
0.66585283,1138,ml,shi,yes,distant,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,????_,trans,telic,neg,phy,social,sg,cpd
0.466003599,519,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,??,range,no,np,anim,3,def,no,patient,NA,none,NA,none,no,no,__,trans,telic,neg,social,social,sg,cpd
0.695970175,1141,ml,shi,yes,distant,vp,event,na,na,unintent,NA,none,??,range,no,np,anim,3,indef,yes,agent,_??,ability,??___,time,no,no,_????,trans,state,pstv,phy,social,mul,cpd
0.32017183,1170,ml,shi,yes,adjacent,pron,inanim,3,def,unintent,_,ability,NA,none,no,np,inanim,3,indef,no,patient,NA,none,_????_,time,no,no,????_,intrans,atelic,ntrl,phy,phy,sg,cpd
0.563848348,2978,sg,rang,yes,distant,na,na,3,def,intent,??,incl,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,ntrl,phy,social,sg,cpd
0.371946315,3225,sg,rang,yes,adjacent,vp,inanim,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,_,degree,no,no,????_,adj,state,pstv,phy,ment,sg,cpd
0.434131185,1872,tw,rang,yes,implicit,na,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,patient,NA,none,NA,none,no,no,????_,intrans,telic,ntrl,phy,social,sg,cpd
0.250987675,1880,tw,rang,yes,adjacent,np,anim,3,indef,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??_??_??,idiom,state,pstv,phy,phy,sg,cpd
0.918291444,1896,tw,rang,yes,distant,np,inanim,3,def,unintent,_,ability,NA,none,no,np,event,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,pstv,phy,social,sg,cpd
0.366987569,712,ml,rang,yes,distant,cl,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,pstv,social,social,sg,cpd
0.030532083,1145,sg,shi,yes,adjacent,np,event,3,def,unintent,NA,none,___,time,no,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,___,trans,state,ntrl,ment,ment,mul,cpd
0.872844448,3091,sg,rang,yes,adjacent,vp,event,na,na,unintent,_??,ability,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,___,trans,state,ntrl,phy,social,sg,cpd
0.384898348,3098,sg,rang,yes,distant,cl,event,3,def,unintent,_,ability,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,????_,adj,state,pstv,phy,phy,sg,cpd
0.416410925,1179,sg,shi,yes,implicit,vp,event,na,na,unintent,_,ability,NA,none,no,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,??__,trans,state,pstv,phy,phy,sg,cpd
0.580732808,1963,tw,rang,yes,distant,np,event,3,def,unintent,_??,ability,NA,none,no,np,inanim,3,def,no,theme,NA,none,_,degree,no,no,??__,adj,state,pstv,phy,social,sg,cpd
0.410469462,3155,sg,rang,yes,distant,np,anim,3,indef,intent,_,ability,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,????_,adj,telic,pstv,phy,ment,sg,cpd
0.312457445,3167,sg,rang,yes,distant,np,anim,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_,ability,NA,none,no,no,????_,intrans,atelic,pstv,phy,phy,sg,cpd
0.041532725,1990,tw,rang,yes,implicit,na,inanim,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,__,manner,no,no,___,intrans,atelic,ntrl,phy,social,sg,cpd
0.77182164,3182,sg,rang,yes,distant,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,expcer,NA,none,??????_??????_,time,no,no,????_,intrans,state,neg,ment,ment,sg,cpd
0.596281321,1997,tw,rang,yes,distant,vp,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,__??,intrans,telic,pstv,phy,social,sg,cpd
0.88063917,1320,ml,shi,yes,distant,pron,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,theme,NA,none,_??_,degree,no,no,__??,adj,state,pstv,phy,phy,sg,cpd
0.245286845,1354,ml,shi,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,??????,degree,no,no,___,intrans,atelic,neg,phy,social,sg,cpd
0.054682746,1279,sg,shi,yes,distant,np,inanim,3,indef,unintent,_,ability,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,___,intrans,atelic,pstv,phy,phy,sg,cpd
0.995564781,1415,ml,shi,yes,distant,np,anim,3,indef,intent,NA,none,NA,none,no,np,anim,3,def,no,befry,NA,none,NA,none,no,no,_??_,trans,telic,neg,phy,social,sg,cpd
0.515181724,2173,tw,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,anim,3,indef,no,agent,NA,none,NA,none,no,no,??????,trans,atelic,ntrl,social,social,sg,cpd
0.094056505,830,ml,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,????_,manner,no,no,??_,intrans,atelic,pstv,social,social,sg,cpd
0.447366342,3448,sg,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,??_??,degree,yes,no,__,adj,state,neg,ment,ment,sg,cpd
0.265500006,1333,sg,shi,yes,distant,vp,event,na,na,unintent,____,poss,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,_??_,intrans,atelic,neg,phy,social,sg,cpd
0.752605831,833,ml,rang,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,??_,trans,atelic,ntrl,social,social,mul,cpd
0.575812217,3482,sg,rang,yes,distant,na,na,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,__,intrans,telic,ntrl,social,social,mul,cpd
0.7706118,2270,tw,rang,yes,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,agent,__,ability,NA,none,yes,no,????_,trans,telic,ntrl,phy,phy,sg,cpd
0.963789744,1358,sg,shi,yes,distant,np,anim,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,no,agent,NA,none,??,range,no,no,????_,trans,telic,ntrl,social,social,sg,cpd
0.885098859,1153,sg,ling,yes,distant,np,event,3,def,unintent,NA,none,NA,none,no,np,anim,3,def,yes,agent,NA,none,__????__,manner,no,no,_??_,trans,telic,ntrl,phy,social,sg,cpd
0.317808933,1544,ml,shi,yes,distant,np,event,3,def,unintent,NA,none,??,range,no,np,anim,3,def,no,expcer,NA,none,??,degree,yes,no,??__??,intrans,state,ntrl,ment,ment,sg,cpd
0.979045339,373,ml,rang,yes,implicit,na,na,na,na,intent,_,ability,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,????___,idiom,telic,pstv,phy,phy,sg,main
0.711556508,842,sg,shi,yes,implicit,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,??__,poss,NA,none,yes,no,_??_,intrans,telic,neg,social,social,sg,main
0.450649768,1185,ml,shi,yes,distant,cl,event,3,def,intent,NA,none,NA,none,no,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,___,trans,telic,ntrl,phy,social,sg,main
0.560512847,2,sg,shi,yes,implicit,na,na,na,na,intent,___,ability,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,___,trans,atelic,pstv,social,social,mul,main
0.07809043,3,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,___,trans,telic,neg,phy,social,sg,main
0.397201951,11,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_??_,trans,atelic,neg,social,social,mul,main
0.21800905,35,ml,shi,yes,adjacent2,cl,event,na,na,unintent,??,poss,NA,none,no,np,anim,3,def,no,patient,NA,none,NA,none,no,no,___,trans,telic,neg,social,social,sg,main
0.003520368,37,ml,shi,yes,distant,na,na,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,no,patient,NA,none,NA,none,no,no,__,intrans,telic,ntrl,phy,social,sg,main
0.268159469,18,tw,shi,yes,implicit,na,na,na,na,intent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,___,intrans,atelic,pstv,phy,social,sg,main
0.898182125,27,ml,rang,yes,implicit,na,na,na,na,intent,NA,none,??__??,degree,no,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,??_??,trans,telic,pstv,ment,social,sg,main
0.767575575,63,ml,shi,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,event,3,def,no,theme,NA,none,_,time,no,no,??,trans,atelic,pstv,phy,social,sg,main
0.301588536,140,ml,shi,yes,adjacent,cl,event,3,def,intent,NA,none,NA,none,no,np,event,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,telic,pstv,social,social,sg,main
0.297590547,68,sg,shi,yes,adjacent2,cl,event,na,na,unintent,__,poss,NA,none,no,np,inanim,3,def,no,theme,NA,none,_??_,degree,no,no,????_,adj,state,neg,social,social,sg,main
0.929040874,186,ml,shi,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,event,3,def,no,theme,NA,none,NA,none,no,no,??__,intrans,atelic,neg,phy,phy,sg,main
0.321539652,134,sg,rang,yes,implicit,na,na,na,na,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,_,trans,telic,ntrl,phy,phy,mul,main
0.181882035,154,sg,shi,yes,adjacent2,cl,event,na,na,unintent,??,poss,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,_??_,trans,state,neg,phy,social,sg,main
0.559268202,159,sg,shi,yes,adjacent2,cl,event,na,na,unintent,??,poss,NA,none,no,np,inanim,3,def,no,patient,NA,none,___,time,no,no,_????,intrans,atelic,ntrl,phy,phy,sg,main
0.804930231,248,ml,shi,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,????_,trans,telic,ntrl,phy,phy,sg,main
0.963730604,77,tw,shi,yes,adjacent2,np,inanim,na,na,unintent,??___,poss,NA,none,no,np,event,3,indef,no,theme,NA,none,NA,none,no,no,___,adj,state,neg,social,social,sg,main
0.350838933,388,tw,rang,yes,implicit,cl,event,na,na,intent,NA,none,NA,none,no,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,??__,trans,telic,pstv,phy,social,sg,main
0.248746367,395,tw,rang,yes,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,___,manner,no,no,??__,trans,atelic,ntrl,phy,social,sg,main
0.752226348,396,ml,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,??,time,no,np,event,3,def,no,patient,NA,none,_??_,degree,no,no,??___,intrans,atelic,neg,social,social,sg,main
0.325474139,1163,sg,rang,yes,distant,pron,anim,1,def,intent,NA,none,NA,none,no,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,_??_,trans,telic,pstv,ment,ment,sg,main
0.384327597,126,tw,shi,yes,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,??__,intrans,atelic,neg,phy,social,sg,main
0.422001907,1193,sg,rang,yes,distant,np,anim,3,def,intent,NA,none,NA,none,no,np,anim,3,indef,yes,agent,_??,ability,____,manner,no,no,????_,intrans,telic,ntrl,phy,phy,sg,main
